Job_Title,Job_Description,CompanyName,CompanyLocation,CompanyType,CompanySize,PostedDate,JobType,LocationType,JobLink,_recordedDate (-06:00 GMT),User Language,Job_Title - Topics,Job_Title - Parent Topics,CompanyType - Topics,CompanyType - Parent Topics,CompanyLocation - Topics,CompanyLocation - Parent Topics,PostedDate - Topics,PostedDate - Parent Topics,LocationType - Topics,LocationType - Parent Topics,JobType - Topics,JobType - Parent Topics,CompanySize - Topics,CompanySize - Parent Topics,JobLink - Topics,JobLink - Parent Topics,CompanyName - Topics,CompanyName - Parent Topics,Job_Description - Topics,Job_Description - Parent Topics,CompanyName - Topic Hierarchy Level 1,LocationType - Topic Hierarchy Level 1,CompanyType - Topic Hierarchy Level 1,CompanySize - Topic Hierarchy Level 1,Job_Description - Topic Hierarchy Level 1,JobLink - Topic Hierarchy Level 1,JobType - Topic Hierarchy Level 1,Job_Title - Topic Hierarchy Level 1,CompanyLocation - Topic Hierarchy Level 1,PostedDate - Topic Hierarchy Level 1
BLOCKCHAIN ​​PROGRAMMING INTERN,"Full job description
Job description :
Perform specific work with clear goals and deadlines in a software project with Blockchain technology (if desired, you can try more on Image AI);
Guide and learn, practice new technology and skills;
Talk to experienced people to get advice;
If you are a senior student, you can join real projects with Japanese and American customers (as a part-time employee or officially soon).
Job requirements :
Have passion and want to try Blockchain and Image AI programming;
Have a desire to become a professional programmer;
Have knowledge of one of the following languages: Python, C++, Golang, NodeJS;
Able to read and understand basic English documents;
Benefits :
Flexible scheduling, prioritizing school schedules;
Participate in training and cultural activities with the whole company;
Gas and lunch allowance provided;
Have the opportunity to become a long-term part-time collaborator and official employee after graduation;

Come to us you will get

Application method
Send your CV in English or Vietnamese, clearly stating your personal information, summary of your education, work history, and work experience to the email address recruit@anlab.vn . The email title should clearly state the Recruitment Position and Full Name.
Or fill in the details in the application form.

Contact information
AN Research Center Joint Stock Company
8th Floor, Building 18-4, No. 8 Pham Hung, Mai Dich, Cau Giay, Hanoi
Tel: 024-3768-8733
Email: recruit@anlab.vn

JOIN US !",Security Research Center (AN Research Center Joint Stock Company),"Hanoi, Vietnam",Joint Stock Company / Research Center,Not specified,Not specified,Internship,Not specified,https://vn.indeed.com/viewjob?jk=ab612a118de0771c&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain DevOps Engineer,"Full job description
Responsibilities
Maintain and support blockchain infrastructure
Review and propose configuration of blockchain software and network setup of nodes running the blockchain software
Develop deep understanding of the Blockchain technology (specifically public Blockchain)
Develop and share with others on security threats of various blockchain technology
Define and maintain team continuous devops lifecycle and automation
Design and maintain cloud computing workload, manage cloud security posture
Software engineers or system administrators with an interest in blockchain/automation/infrastructure are welcomed to apply.
Requirements
Degree in Computer Science or Engineering or similar discipline
3 - 5 years working experiences in devops or system administration or related area, applicants with less experience will be considered for a Junior position
Understand basic blockchain (a plus if has experience in deploying blockchain)
Experience in deploying in various cloud (Amazon, Azure, Google)
Experience in developing and deploying infrastructure as code (Kubernetes, Terraform, Docker, Ansible, etc)
Experience in deploying and maintaining container infrastructures (Kubernetes, docker-compose, etc)
Experience in building, deploying and maintaining monitoring tools (Grafana, Prometheus, etc)
Experience in building, deploying and maintaining logging tools (Fluentd, ElasticSearch, Kibana, etc)
Good understanding of traditional security ops areas of expertise: Linux, Networking, Firewall, IDS/IPS
Able to troubleshoot and debug issues, and demonstrate a methodical approach to root cause analysis
A team player
Eager for constant learning from both success and failure, remaining open to change and continuous improvement
Enthusiastic about the future of blockchain
Curious and comfortable with ambiguity
#LI-CW1",Crypto.com,"Dublin, County Dublin, Ireland",Blockchain / Cryptocurrency,Large (Global company),Not specified,Full-time,Hybrid,https://ie.indeed.com/viewjob?jk=ad962c0d4321ccb9&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Engineer (Web3/Blockchain),"Full job description
Description
Are you passionate about challenges? Izertis is the company for you.

We're looking for someone with experience in Python, Node, and DevOps to work 100% remotely on the development of blockchain-based digital products for the Izertis innovation team.

What do we do?

In the Izertis innovation team, we develop high-quality, innovative digital products with a strong innovation component in a changing environment. We are a team of self-organized individuals who work remotely and are constantly learning.

We're working on Decentralized Digital Identity (Self-Sovereign Identity), tokenization (NFTs and similar black magic), and shared trusted data for value ecosystems in healthcare, industry, education, social care, banking, and insurance.

And we're also involved in highly innovative projects in generative artificial intelligence.

Ultimately, our goal is to provide our customers with solutions based on innovative, useful, secure, and usable technologies.

What do we offer?

An environment where all opinions are welcome to improve our processes day by day.
Services that help maintain and improve the work environment, such as 1-on-1 meetings, anonymous satisfaction surveys, and simplifying vacation planning and scheduling.
Work from wherever you want. We were already doing this before the lockdown, and we've fine-tuned our processes.
Internal training sessions.
What will you do?

Develop, test, document, and deploy applications and microservices.
Supervise and guide other team members.
Participate in agile ceremonies and meetings.
Research and improve the company's technology stack and knowledge bases.
Who are we looking for?

Manager of one, someone who can create their own goals and execute them without much direction.
Proactivity and good communication help us work better every time.
Love for creating clean, testable code every day.
Ability to work collaboratively in a multidisciplinary team (Design+UI/UX+Backend+Blockchain…).
Hands-on experience with Python/Django and NodeJS (if you haven't, you'll need to) and Gitflow over the past 3-5 years.
Knowledge of Docker and Lambdas (or similar), CI/CD configuration, as well as deployment and infrastructure techniques.
Critical thinking and problem-solving orientation.
Good level of English (spoken and written).
Minimum requirements
How do we work?

We have a process for detecting and validating features using User Story Mapping.
We do dailies (short daily meetings where we say what we did yesterday and what we are going to do today).
We do sprints weekly.
We do CI/CD (Continuous Integration, Continuous Deployment) on all our projects, so it's important that everything is well tested, both frontend and backend, and we monitor the test coverage each project has.
We do code reviews: before we push new code into production, someone on the team must review it and approve it (your first accepted pull request will have lots of GIFs, I promise!).
We work with Python and NodeJS in the backend mainly, but we also touch on any other technology or language that we see necessary (Typescript, Next.js and React/Redux in the frontend, Go... ).
What will the process be like?

The selection process will not last more than three weeks.
We'll have three interviews: an initial one to get to know each other, a second one with the team you'll be working with, and a final technical one.
Who are we?

With over 28 years of experience, Izertis, listed on the BME Continuous Market and among the 1,000 fastest-growing companies in Europe, offers you the opportunity to develop your professional career alongside over 2,300 employees through its offices across Europe, the Americas, and Africa. Its presence in over 50 countries, where we provide services and projects through a broad portfolio of solutions.


Location
Madrid
Category
Engineers and technicians
Subcategory
Other engineering
Sector
Computer equipment
Working day
Complete
Working modality
Teleworking/Remote
Professional level
Middle Management
Department
Computing",Ironically (Izertis),"Madrid, Madrid Province, Spain",Blockchain / IT Services / Innovation,"Large (~2,300 employees)",Not specified,Full-time,Remote,"Large (~2,300 employees)",2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Tech Lead,"Full Offer Description
P2P.org is the largest institutional staking provider with a TVL of over $10B and a market share exceeding 20% in restaking.

We are continually focused on researching and improving our infrastructure to extract maximum APR while enhancing security. For instance, in ETH and SOL, our NRR is on average 10% higher than the market, and in DOT, it's 20% higher.

We also place significant focus and resources on launching new networks such as TON, Avail, Monad, Babylon, Story, Berachain, and others, along with yield products. From restaking, where we are the largest operator with a 20+% market share, to yield aggregators on stablecoins.

Our clients include BitGo, Copper, Crypto.com, Ledger, ByBit, Bitget, OKX, HTX, Bitvavo, SBI, and others, who choose us for our client-centric approach and extensive product line from unified API to widgets and custom dApps.

We are also actively expanding our product line, exploring RWA, data, yield, and service products for banks, exchanges, custodians, and wallets.

P2P.org unites talented individuals globally

Despite our distributed team, we share a passion for decentralized finance - a fairer system for all. We code, learn, create, and connect to shape finance's future

P2P.org boasts a strong reputation and network. We prioritize customer satisfaction and, as tech enthusiasts, develop innovative solutions that bolster our brand.

You will
Lead a specialized strike team building at the edge of Solana’s performance frontier — in the world’s fastest-growing blockchain ecosystem.

Drive the design, development, and deployment of cutting-edge infrastructure experiments across MEV, Staking, DeFi and validator economics.

Architect Solana-native programs and off-chain systems

Rapidly ship high-impact R&D initiatives through short, iterative development cycles — balancing experimentation with production-readiness.

Collaborate across product, validator operators, and the Solana ecosystem top players to translate strategic priorities into technical execution.

Mentor and level up a small team of Solana engineers through high-quality code reviews, architectural guidance, and sprint leadership.

Set technical direction and execution velocity for initiatives that push the boundaries of MEV optimization and validator incentive design.

Serve as the key engineering interface with top-tier stakeholders (validators, product leads, protocol teams), aligning on outcomes and scaling what works.

You have
A front-row seat at P2P.org — one of the world’s leading validators and Solana ecosystem contributors, securing billions in staked assets.

The opportunity to build at the bleeding edge of MEV, staking, and Solana infrastructure, with real-world impact from day one.

Direct access to some of the most advanced validator infrastructure, in-house tooling, and data systems powering top-tier network performance.

A culture that values fast iteration, deep thinking, and protocol-level innovation — not just shipping tickets.

A high-agency environment where your code directly impacts validator earnings, protocol design, and ecosystem incentives.

Mentorship and collaboration with world-class engineers, product leads, and Solana ecosystem partners.

The ability to shape experiments that influence future standards in Solana

Meaningful ownership, and the freedom to go deep in a fast-moving and technically rigorous domain.

At P2P.org we have a team of experts with their own unique approach and ownership culture. Together we gain experience and make dreams come true!

Fully remote

Full-time Contractor (Indefinite-term Consultancy Agreement)

Competitive salary level in $ (we can also pay in Crypto)

Well-being program

Mental Health care program

Compensation for education, including Foreign Language & professional growth courses

Equipment & co-working reimbursement program

Overseas conferences, community immersion

Positive and friendly communication culture

P2P.org is committed to providing equal opportunities. All applicants will be considered without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, veteran status, or disability.",P2P.org,"Lisbon, Lisbon, Portugal",Blockchain staking infrastructure provider,Not specified,10/04/2025,Full-time,Remote,https://pt.indeed.com/cmp/P2p.-Org?campaignid=mobvjcmp&from=mobviewjob&tk=1j6qne1c7hbvk800&fromjk=37762f78eadafba8,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Software Engineer (Blockchain),"Full job description
JOIN OUR TEAM – EXPERIENCED BLOCKCHAIN ENGINEER

Are you an experienced blockchain developer looking for the next big opportunity? Do you want to be part of an innovative team that builds cutting-edge decentralized solutions? We are looking for an Experienced Blockchain Engineer to join our IT Department. If you have hands-on experience in blockchain technology and smart contract development, this role is perfect for you!

Why Join Us?

Work on exciting blockchain projects.
 Collaborative and dynamic work environment.
 Career growth opportunities in blockchain development.
 Hybrid work setup (Friday – WFH)

Key Responsibilities:

Design, develop, and maintain blockchain-based applications and smart contracts.
Optimize blockchain network performance and ensure security compliance.
Conduct security audits and implement best practices to protect against vulnerabilities.
Monitor and troubleshoot blockchain network performance and issues.
Collaborate with the development team to implement decentralized solutions.
Write, test, and deploy high-quality, secure, and efficient blockchain code.
Stay updated with the latest trends and advancements in blockchain technology.
Maintain and secure blockchain infrastructure, ensuring system reliability.
Participate in code reviews and contribute to the development of best practices.
What We’re Looking For:

Minimum 3 years of experience in blockchain or smart contract development.
Proficiency in blockchain frameworks (Ethereum, Hyperledger, Solana, etc.).
Strong understanding of cryptographic principles and blockchain security.
Experience with smart contract development using Solidity, Rust, or Chaincode.
Experience with cloud computing platforms (AWS, GCP, Azure) is an advantage.
Ability to optimize blockchain performance and scalability.
Excellent analytical and problem-solving skills.
Preferred Skills:

Knowledge of decentralized applications (DApps) and Web3 development.
Experience with databases such as MySQL, PostgreSQL, MongoDB, or IPFS.
Familiarity with CI/CD pipelines and DevOps practices.
Strong teamwork and communication skills.
If you're ready to take your blockchain career to the next level and build the future of decentralized technology, we’d love to hear from you!

APPLY NOW!

Be part of the blockchain revolution!

Job Types: Full-time, Permanent

Pay: RM6,000.00 - RM10,000.00 per month

Benefits:

Flexible schedule
Maternity leave
Opportunities for promotion
Parental leave
Professional development
Work from home
Work Location: In person",METABIT SDN. BHD.,"Nusajaya, Johor, Malaysia",Blockchain technology company,Not specified,Not specified,Full-time,Hybrid,https://malaysia.indeed.com/viewjob?jk=f908a81a2c4ae061&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Fullstack Developer - System Applications,"Full job description
Write C++ Smart Contracts creating decentralized, company blockchain components
Write Solidity Smart Contracts creating decentralized, Ethereum blockchain components
Execute and deliver new or extend frameworks to implement features that are of medium to high complexity
Work within an Agile team in CI/CD environment with modern JavaScript technologies to develop complex, decentralized blockchain applications
Implement new features in a highly collaborative work environment alongside with product managers, UI/UX experts, and fellow engineers
Perform unit testing and debugging

Qualifications:
Intermediate English
Jack of all trades, master of few who enjoys getting stuff done. You must enjoy learning new technologies while being highly adaptable.
Experience building decentralized blockchain applications using a combination of smart contracts and web technologies.
Professional experience with C++
Experience building blockchain Smart Contracts
Experience working with Node.js ReactJS applications will be a big plus
Demonstrated knowledge of databases, networking, security, privacy, and compliance for Web-based applications.
Experience with cloud services (AWS, Google Cloud)
Experience with unit testing and virtualized environments using Docker
Experience using version control systems (Git)
Ability to write thorough, scalable and clear design documentation
Ability to work within a distributed team environment wearing multiple hats.
Ability to thrive in a startup environment.

Nice to have:
Games, e-commerce, or payment gateway integration
PHP Experience
Solidity Experience
Working time : Mon-Fri (Flexible)

Benefits Perks
Work off on Saturday and Sunday by weekly, public holidays according to Vietnam labor Law.
100% remote
Probation time : 2 months_100% salary
Competitive Salaries
Token Bonus
Work location: Ho Chi Minh City
Salary: 60,000K - 80,000K VND per month
Job type: Time agreement
Requirements: CV
Benefits: Health Care, Insurance, Sales Bonus
Deadline: 2025-10-08
Experience: No work experience
required Degree: University
Field: IT/IT - IT Software - Software, Developer, System Engineer, Full Stack, Web Developer
Skills: C++, Javascript, Node.js, React.js, Block Chain
Number of vacancies: 1
Gender: Not required",It Client,"Ho Chi Minh City, Vietnam",IT Software Company,Not specified,10/08/2025,Full-time,Remote,https://vn.indeed.com/viewjob?jk=dd0ffb322a35ed09&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Developer,"Full job description
Job Purpose:

The blockchain developer will be responsible for designing, implementing, and supporting a distributed blockchain-based network. The primary responsibility will be analyzing requirements, designing blockchain technology around a certain business model, and the building and launching of a blockchain network.

Job Duties and Responsibilities:

Research, design, develop, and test blockchain technologies
Brainstorm and help evaluate applications for new tools and technologies as they continually evolve
Maintain and extend current client- and server-side applications responsible for integration and business logic.
Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals.
Document new solutions as well as maintaining that of existing ones.
Collaborating with their team to identify and fix technical problems.
Analyzing users' or clients’ needs and then finding applications and solutions.
Checking that software and applications assigned are updated.
Supervising modifications, fixes, integrations, and refinements.
Conducting security audits to identify areas of improvement with the QA team.
Determine operational feasibility by evaluating requirements through analysis, problem definition, solution development, and implement solutions.
Provide documentations, plans, procedures, guidelines, policies, flowcharts, layouts, diagrams, charts, code comments, and coding standard.
Develop system specifications, case studies, and gap analysis.
Conduct studies, testing, and recommendation on software and hardware licenses.
Relevant and current in knowledge of development tools, programming techniques, and computing equipment by participating in educational opportunities, reading professional online and offline publications, maintaining professional networks, and participating in professional organizations.
Provide information by collecting, analyzing, and summarizing development, and service issues.
Participate in software release and post-release activities, including support for product launch evangelism (e.g. developing demonstrations and/or samples) and competitive analysis for subsequent product build/release cycles.
Testing, including defining/supporting acceptance testing and gathering feedback from pre-release testers.
Skills/Qualifications:

Solid Programming Skills (Software Design, Coding, Debugging, Documentation, and Testing)
Strong experience in software development & delivery best practices like – TDD, CI/CD
Experience working with large codebases
Experience working with open-source projects
Strong knowledge of common algorithms and data structures
Familiarity with basic cryptography
Familiarity with P2P networks
Strong knowledge of bitcoin-like blockchains
Strong knowledge of concurrency and writing efficient and safe multithreaded code
Proficiency in the Qt Widgets module
Graduate of any of the following degree: BS CS, BS IT, CoE
Prior experiences in payment and banking API integrations
4-5+ Years of Professional Work Experience
Collaborate with team or lead a team to brainstorm and create new products
Experience working in an agile environment
Strong verbal and written communication skills
Core Development Skills
Scripting/Programming languages: Java, PHP, Javascript (React.JS), NodeJS
Web development: HTML, HTML5, CSS, CSS3, Ajax & JQuery
Database: MSSQL, Oracle, MySQL
DB Programming: SQL, Stored Procedures, Views
Frameworks: Spring, Struts, Hibernate, Qt Widgets
Markup Languages: XML, JSON, SOAP
Platform: Windows, Linux, MacOS
Services: Apache, Nginx, Apache Tomcat, MySQL, SQL Server, Oracle, Mail (SMTP/POP)
Version Control: Git",AltPayNet,"Makati, Metro Manila, Philippines","Financial Services, Payment Platform Provider",11-50 employees,Not specified,Full-time,Not specified,https://ph.indeed.com/cmp/Altpaynet?campaignid=mobvjcmp&from=mobviewjob&tk=1j6qojv37j1dk800&fromjk=1171269f36239c4b,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Developer,"Full job description
Join the team that’s on the cutting edge of emerging technology in Australia. Explore our blockchain careers.
Blockchain Developer

We are actively hiring skilled Smart Contract Developers of all levels for permanent positions with companies in the crypto/blockchain space. We offer competitive compensation and exciting team environment.

Main responsibilities:

Design and build a smart contracts architecture, incentives structure, yield pools and strategies
Design, implement and test smart contract upgrades and additions
Work with the community and smart contract auditors to implement fixes
Requirements

4+ years of full stack web development (APIs, client-facing apps)
Strong with JavaScript, NodeJS and Solidity
Excellent written and verbal communication skills, must be fluent in English
Ability to work independently in a fast very paced work environment
Strong interest or experience in the cryptocurrency, decentralized finance space
BS or higher degree in Computer Science preferred
About us

Blockchain Australia is Australia’s leading blockchain development and consulting company. We deliver all our services required for a launch for any Blockchain or Crypto related business including Legal, Consulting, Tech, Marketing & Incubation. At Blockchain Australia, our mission is to lead the way in advanced technology adaptation, and connect Australia to the future of technology. We want to build the local skills and knowledge available in Australia, position our country on the technology world stage, and contribute to the local development of Cognitive Technologies.",Blockchain Australia,"Melbourne, VIC, Australia",Blockchain development and consulting company,Not specified,Not specified,Contract,On-site,https://au.indeed.com/viewjob?jk=b3ca6e88f0ad16ef&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Project Manager with blockchain development experience,"Full job description
Do you think you’ve got what it takes to join our five-star team?
Send your resume to enquiries@darqtec.com

Project Manager with blockchain development experience ideally has 2-3 years of working on blockchain projects and has supported creating of tokens on Ethereum and Binance Smart Chain.

Job Posted: 10-07-2021

Ideally based in Brisbane or Gold Coast. Overseas applicants welcome to apply.

How to Apply
Please submit your resume for this position as follows below,
NOTE: A two-week trial is required either part-time if employed already or can be done fully in first 2 weeks. This will be fully paid given that the candidate is competent enough to do the work as their resume states.

Email: gene@darqtec.com

Be sure to include a cover letter and your resume, with some references.

Appointments will only be confirmed only after reviewing your resume.

Call: 1800 747853",Darqtec,"Brisbane, QLD, Australia",Blockchain technology company,Not specified,10/07/2021,Part-time,Not specified,https://au.indeed.com/viewjob?jk=34939c17c94c8f48&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
Blockchain Tech Lead,"Full job description
P2P.org is the largest institutional staking provider with a TVL of over $10B and a market share exceeding 20% ​​in restaking.

We are continually focused on researching and improving our infrastructure to extract maximum APR while enhancing security. For instance, in ETH and SOL, our NRR is on average 10% higher than the market, and in DOT, it's 20% higher.

We also place significant focus and resources on launching new networks such as TON, Avail, Monad, Babylon, Story, Berachain, and others, along with yield products. From restaking, where we are the largest operator with a 20+% market share, to yield aggregators on stablecoins.

Our clients include BitGo, Copper, Crypto.com, Ledger, ByBit, Bitget, OKX, HTX, Bitvavo, SBI, and others who choose us for our client-centric approach and extensive product line from unified API to widgets and custom dApps.

We are also actively expanding our product line, exploring RWA, data, yield, and service products for banks, exchanges, custodians, and wallets.

P2P.org unites talented individuals globally

Despite our distributed team, we share a passion for decentralized finance - a fairer system for all. We code, learn, create, and connect to shape finance's future

P2P.org boasts a strong reputation and network. We prioritize customer satisfaction and, as tech enthusiasts, develop innovative solutions that bolster our brand.

You will
Lead a specialized strike team building at the edge of Solana's performance frontier — in the world's fastest-growing blockchain ecosystem.

Drive the design, development, and deployment of cutting-edge infrastructure experiments across MEV, Staking, DeFi and validator economics.

Architect Solana-native programs and off-chain systems

Rapidly ship high-impact R&D initiatives through short, iterative development cycles — balancing experimentation with production-readiness.

Collaborate across product, validator operators, and the Solana ecosystem top players to translate strategic priorities into technical execution.

Mentor and level up a small team of Solana engineers through high-quality code reviews, architectural guidance, and sprint leadership.

Set technical direction and execution velocity for initiatives that push the boundaries of MEV optimization and validator incentive design.

Serve as the key engineering interface with top-tier stakeholders (validators, product leads, protocol teams), aligning on outcomes and scaling what works.

You have
A front-row seat at P2P.org — one of the world's leading validators and Solana ecosystem contributors, securing billions in staked assets.

The opportunity to build at the bleeding edge of MEV, staking, and Solana infrastructure , with real-world impact from day one.

Direct access to some of the most advanced validator infrastructure , in-house tooling, and data systems powering top-tier network performance.

A culture that values ​​fast iteration, deep thinking, and protocol-level innovation — not just shipping tickets.

A high-agency environment where your code directly impacts validator earnings, protocol design, and ecosystem incentives .

Mentorship and collaboration with world-class engineers, product leads, and Solana ecosystem partners.

The ability to shape experiments that influence future standards in Solana

Meaningful ownership, and the freedom to go deep in a fast-moving and technically rigorous domain.

At P2P.org we have a team of experts with their own unique approach and ownership culture. Together we gain experience and make dreams come true!

Fully remote

Full-time Contractor (Indefinite-term Consultancy Agreement)

Competitive salary level in $ (we can also pay in Crypto)

Well-being program

Mental Health Care Program

Compensation for education, including Foreign Language & professional growth courses

Equipment & co-working reimbursement program

Overseas conferences, community immersion

Positive and friendly communication culture

P2P.org is committed to providing equal opportunities. All applicants will be considered without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, veteran status, or disability.",P2P.org,"Warsaw, Masovian Voivodeship, Poland",Blockchain / DeFi / Staking Infrastructure,Not specified,Not specified,Full-time (Contractor — Indefinite-term Consultancy Agreement),Remote,https://pl.indeed.com/viewjob?jk=81ffe0a48243a9fe&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
BLOCKCHAIN NETWORK DEVELOPER,"Full position description
We invest in human capital to offer better services
Send us your application!

Investing in human capital represents a strategic and competitive advantage for Meditchain to continue improving the services it offers to its customers-partners and the market.

For this reason, we are always looking for talented, dynamic human resources with a strong focus on innovation, technology, and scientific research, who are proficient in foreign languages ​​(preferably English), and who are capable of working in an interdisciplinary team.

Explore our current open positions and apply by sending us your CV. Our Recruiting team will contact you as soon as possible.


Required skills:
Operating System
Linux Ubuntu
16.04.4
Framework
Hyperledger Fabric
1.1-alpha
Hyperledger Composer
v0.19.8
Docker
8.x
Growing with NodeJS",Meditchain,"Palermo, Sicily, Italy",Blockchain technology company,Not specified,Not specified,Not specified,Not specified,https://it.indeed.com/viewjob?jk=fa0fc0b8f8da3fa4&from=shareddesktop_copy,2025-10-06 09:31:31,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,,,,,,,,,,
